Mod:Item:MetaData, Localized Name
nuclearcraft:neptunium:3, Tiny Clump of Neptunium-236 Oxide
nuclearcraft:neptunium:4, Neptunium-237
nuclearcraft:neptunium:5, Neptunium-237 Oxide
nuclearcraft:neptunium:6, Tiny Clump of Neptunium-237
nuclearcraft:neptunium:7, Tiny Clump of Neptunium-237 Oxide
nuclearcraft:plutonium:0, Plutonium-238
nuclearcraft:plutonium:1, Plutonium-238 Oxide
nuclearcraft:plutonium:2, Tiny Clump of Plutonium-238
nuclearcraft:plutonium:3, Tiny Clump of Plutonium-238 Oxide
nuclearcraft:plutonium:4, Plutonium-239
nuclearcraft:plutonium:5, Plutonium-239 Oxide
nuclearcraft:plutonium:6, Tiny Clump of Plutonium-239
nuclearcraft:plutonium:7, Tiny Clump of Plutonium-239 Oxide
nuclearcraft:plutonium:8, Plutonium-241
nuclearcraft:plutonium:9, Plutonium-241 Oxide
nuclearcraft:plutonium:10, Tiny Clump of Plutonium-241
nuclearcraft:plutonium:11, Tiny Clump of Plutonium-241 Oxide
nuclearcraft:plutonium:12, Plutonium-242
nuclearcraft:plutonium:13, Plutonium-242 Oxide
nuclearcraft:plutonium:14, Tiny Clump of Plutonium-242
nuclearcraft:plutonium:15, Tiny Clump of Plutonium-242 Oxide
nuclearcraft:americium:0, Americium-241
nuclearcraft:americium:1, Americium-241 Oxide
nuclearcraft:americium:2, Tiny Clump of Americium-241
nuclearcraft:americium:3, Tiny Clump of Americium-241 Oxide
nuclearcraft:americium:4, Americium-242
nuclearcraft:americium:5, Americium-242 Oxide
nuclearcraft:americium:6, Tiny Clump of Americium-242
nuclearcraft:americium:7, Tiny Clump of Americium-242 Oxide
nuclearcraft:americium:8, Americium-243
nuclearcraft:americium:9, Americium-243 Oxide
nuclearcraft:americium:10, Tiny Clump of Americium-243
nuclearcraft:americium:11, Tiny Clump of Americium-243 Oxide
nuclearcraft:curium:0, Curium-243
nuclearcraft:curium:1, Curium-243 Oxide
nuclearcraft:curium:2, Tiny Clump of Curium-243
nuclearcraft:curium:3, Tiny Clump of Curium-243 Oxide
nuclearcraft:curium:4, Curium-245
nuclearcraft:curium:5, Curium-245 Oxide
nuclearcraft:curium:6, Tiny Clump of Curium-245
nuclearcraft:curium:7, Tiny Clump of Curium-245 Oxide
nuclearcraft:curium:8, Curium-246
nuclearcraft:curium:9, Curium-246 Oxide
nuclearcraft:curium:10, Tiny Clump of Curium-246
nuclearcraft:curium:11, Tiny Clump of Curium-246 Oxide
nuclearcraft:curium:12, Curium-247
nuclearcraft:curium:13, Curium-247 Oxide
nuclearcraft:curium:14, Tiny Clump of Curium-247
nuclearcraft:curium:15, Tiny Clump of Curium-247 Oxide
nuclearcraft:berkelium:0, Berkelium-247
nuclearcraft:berkelium:1, Berkelium-247 Oxide
nuclearcraft:berkelium:2, Tiny Clump of Berkelium-247
nuclearcraft:berkelium:3, Tiny Clump of Berkelium-247 Oxide
nuclearcraft:berkelium:4, Berkelium-248
nuclearcraft:berkelium:5, Berkelium-248 Oxide
nuclearcraft:berkelium:6, Tiny Clump of Berkelium-248
nuclearcraft:berkelium:7, Tiny Clump of Berkelium-248 Oxide
nuclearcraft:californium:0, Californium-249
nuclearcraft:californium:1, Californium-249 Oxide
nuclearcraft:californium:2, Tiny Clump of Californium-249
nuclearcraft:californium:3, Tiny Clump of Californium-249 Oxide
nuclearcraft:californium:4, Californium-250
nuclearcraft:californium:5, Californium-250 Oxide
nuclearcraft:californium:6, Tiny Clump of Californium-250
nuclearcraft:californium:7, Tiny Clump of Californium-250 Oxide
nuclearcraft:californium:8, Californium-251
nuclearcraft:californium:9, Californium-251 Oxide
nuclearcraft:californium:10, Tiny Clump of Californium-251
nuclearcraft:californium:11, Tiny Clump of Californium-251 Oxide
nuclearcraft:californium:12, Californium-252
nuclearcraft:californium:13, Californium-252 Oxide
nuclearcraft:californium:14, Tiny Clump of Californium-252
nuclearcraft:californium:15, Tiny Clump of Californium-252 Oxide
nuclearcraft:fuel_thorium:0, TBU Fuel
nuclearcraft:fuel_thorium:1, TBU Oxide Fuel
nuclearcraft:fuel_uranium:0, LEU-233 Fuel
nuclearcraft:fuel_uranium:1, LEU-233 Oxide Fuel
nuclearcraft:fuel_uranium:2, HEU-233 Fuel
nuclearcraft:fuel_uranium:3, HEU-233 Oxide Fuel
nuclearcraft:fuel_uranium:4, LEU-235 Fuel
nuclearcraft:fuel_uranium:5, LEU-235 Oxide Fuel
nuclearcraft:fuel_uranium:6, HEU-235 Fuel
nuclearcraft:fuel_uranium:7, HEU-235 Oxide Fuel
nuclearcraft:fuel_neptunium:0, LEN-236 Fuel
nuclearcraft:fuel_neptunium:1, LEN-236 Oxide Fuel
nuclearcraft:fuel_neptunium:2, HEN-236 Fuel
nuclearcraft:fuel_neptunium:3, HEN-236 Oxide Fuel
nuclearcraft:fuel_plutonium:0, LEP-239 Fuel
nuclearcraft:fuel_plutonium:1, LEP-239 Oxide Fuel
nuclearcraft:fuel_plutonium:2, HEP-239 Fuel
nuclearcraft:fuel_plutonium:3, HEP-239 Oxide Fuel
nuclearcraft:fuel_plutonium:4, LEP-241 Fuel
nuclearcraft:fuel_plutonium:5, LEP-241 Oxide Fuel
nuclearcraft:fuel_plutonium:6, HEP-241 Fuel
nuclearcraft:fuel_plutonium:7, HEP-241 Oxide Fuel
nuclearcraft:fuel_mixed_oxide:0, MOX-239 Fuel
nuclearcraft:fuel_mixed_oxide:1, MOX-241 Fuel
nuclearcraft:fuel_americium:0, LEA-242 Fuel
nuclearcraft:fuel_americium:1, LEA-242 Oxide Fuel
nuclearcraft:fuel_americium:2, HEA-242 Fuel
nuclearcraft:fuel_americium:3, HEA-242 Oxide Fuel
nuclearcraft:fuel_curium:0, LECm-243 Fuel
nuclearcraft:fuel_curium:1, LECm-243 Oxide Fuel
nuclearcraft:fuel_curium:2, HECm-243 Fuel
nuclearcraft:fuel_curium:3, HECm-243 Oxide Fuel
nuclearcraft:fuel_curium:4, LECm-245 Fuel
nuclearcraft:fuel_curium:5, LECm-245 Oxide Fuel
nuclearcraft:fuel_curium:6, HECm-245 Fuel
nuclearcraft:fuel_curium:7, HECm-245 Oxide Fuel
nuclearcraft:fuel_curium:8, LECm-247 Fuel
nuclearcraft:fuel_curium:9, LECm-247 Oxide Fuel
nuclearcraft:fuel_curium:10, HECm-247 Fuel
nuclearcraft:fuel_curium:11, HECm-247 Oxide Fuel
nuclearcraft:fuel_berkelium:0, LEB-248 Fuel
nuclearcraft:fuel_berkelium:1, LEB-248 Oxide Fuel
nuclearcraft:fuel_berkelium:2, HEB-248 Fuel
nuclearcraft:fuel_berkelium:3, HEB-248 Oxide Fuel
nuclearcraft:fuel_californium:0, LECf-249 Fuel
nuclearcraft:fuel_californium:1, LECf-249 Oxide Fuel
nuclearcraft:fuel_californium:2, HECf-249 Fuel
nuclearcraft:fuel_californium:3, HECf-249 Oxide Fuel
nuclearcraft:fuel_californium:4, LECf-251 Fuel
nuclearcraft:fuel_californium:5, LECf-251 Oxide Fuel
nuclearcraft:fuel_californium:6, HECf-251 Fuel
nuclearcraft:fuel_californium:7, HECf-251 Oxide Fuel
nuclearcraft:fuel_rod_thorium:0, TBU Fuel Rod
nuclearcraft:fuel_rod_thorium:1, TBU Oxide Fuel Rod
nuclearcraft:fuel_rod_uranium:0, LEU-233 Fuel Rod
nuclearcraft:fuel_rod_uranium:1, LEU-233 Oxide Fuel Rod
nuclearcraft:fuel_rod_uranium:2, HEU-233 Fuel Rod
nuclearcraft:fuel_rod_uranium:3, HEU-233 Oxide Fuel Rod
nuclearcraft:fuel_rod_uranium:4, LEU-235 Fuel Rod
nuclearcraft:fuel_rod_uranium:5, LEU-235 Oxide Fuel Rod
nuclearcraft:fuel_rod_uranium:6, HEU-235 Fuel Rod
nuclearcraft:fuel_rod_uranium:7, HEU-235 Oxide Fuel Rod
nuclearcraft:fuel_rod_neptunium:0, LEN-236 Fuel Rod
nuclearcraft:fuel_rod_neptunium:1, LEN-236 Oxide Fuel Rod
nuclearcraft:fuel_rod_neptunium:2, HEN-236 Fuel Rod
nuclearcraft:fuel_rod_neptunium:3, HEN-236 Oxide Fuel Rod
nuclearcraft:fuel_rod_plutonium:0, LEP-239 Fuel Rod
nuclearcraft:fuel_rod_plutonium:1, LEP-239 Oxide Fuel Rod
nuclearcraft:fuel_rod_plutonium:2, HEP-239 Fuel Rod
nuclearcraft:fuel_rod_plutonium:3, HEP-239 Oxide Fuel Rod
nuclearcraft:fuel_rod_plutonium:4, LEP-241 Fuel Rod
nuclearcraft:fuel_rod_plutonium:5, LEP-241 Oxide Fuel Rod
nuclearcraft:fuel_rod_plutonium:6, HEP-241 Fuel Rod
nuclearcraft:fuel_rod_plutonium:7, HEP-241 Oxide Fuel Rod
nuclearcraft:fuel_rod_mixed_oxide:0, MOX-239 Fuel Rod
nuclearcraft:fuel_rod_mixed_oxide:1, MOX-241 Fuel Rod
nuclearcraft:fuel_rod_americium:0, LEA-242 Fuel Rod
nuclearcraft:fuel_rod_americium:1, LEA-242 Oxide Fuel Rod
nuclearcraft:fuel_rod_americium:2, HEA-242 Fuel Rod
nuclearcraft:fuel_rod_americium:3, HEA-242 Oxide Fuel Rod
nuclearcraft:fuel_rod_curium:0, LECm-243 Fuel Rod
nuclearcraft:fuel_rod_curium:1, LECm-243 Oxide Fuel Rod
nuclearcraft:fuel_rod_curium:2, HECm-243 Fuel Rod
nuclearcraft:fuel_rod_curium:3, HECm-243 Oxide Fuel Rod
nuclearcraft:fuel_rod_curium:4, LECm-245 Fuel Rod
nuclearcraft:fuel_rod_curium:5, LECm-245 Oxide Fuel Rod
nuclearcraft:fuel_rod_curium:6, HECm-245 Fuel Rod
nuclearcraft:fuel_rod_curium:7, HECm-245 Oxide Fuel Rod
nuclearcraft:fuel_rod_curium:8, LECm-247 Fuel Rod
nuclearcraft:fuel_rod_curium:9, LECm-247 Oxide Fuel Rod
nuclearcraft:fuel_rod_curium:10, HECm-247 Fuel Rod
nuclearcraft:fuel_rod_curium:11, HECm-247 Oxide Fuel Rod
nuclearcraft:fuel_rod_berkelium:0, LEB-248 Fuel Rod
nuclearcraft:fuel_rod_berkelium:1, LEB-248 Oxide Fuel Rod
nuclearcraft:fuel_rod_berkelium:2, HEB-248 Fuel Rod
nuclearcraft:fuel_rod_berkelium:3, HEB-248 Oxide Fuel Rod
nuclearcraft:fuel_rod_californium:0, LECf-249 Fuel Rod
nuclearcraft:fuel_rod_californium:1, LECf-249 Oxide Fuel Rod
nuclearcraft:fuel_rod_californium:2, HECf-249 Fuel Rod
nuclearcraft:fuel_rod_californium:3, HECf-249 Oxide Fuel Rod
nuclearcraft:fuel_rod_californium:4, LECf-251 Fuel Rod
nuclearcraft:fuel_rod_californium:5, LECf-251 Oxide Fuel Rod
nuclearcraft:fuel_rod_californium:6, HECf-251 Fuel Rod
nuclearcraft:fuel_rod_californium:7, HECf-251 Oxide Fuel Rod
nuclearcraft:depleted_fuel_thorium:0, Depleted TBU Fuel
nuclearcraft:depleted_fuel_thorium:1, Depleted TBU Oxide Fuel
nuclearcraft:depleted_fuel_uranium:0, Depleted LEU-233 Fuel
nuclearcraft:depleted_fuel_uranium:1, Depleted LEU-233 Oxide Fuel
nuclearcraft:depleted_fuel_uranium:2, Depleted HEU-233 Fuel
nuclearcraft:depleted_fuel_uranium:3, Depleted HEU-233 Oxide Fuel
nuclearcraft:depleted_fuel_uranium:4, Depleted LEU-235 Fuel
nuclearcraft:depleted_fuel_uranium:5, Depleted LEU-235 Oxide Fuel
nuclearcraft:depleted_fuel_uranium:6, Depleted HEU-235 Fuel
nuclearcraft:depleted_fuel_uranium:7, Depleted HEU-235 Oxide Fuel
nuclearcraft:depleted_fuel_neptunium:0, Depleted LEN-236 Fuel
nuclearcraft:depleted_fuel_neptunium:1, Depleted LEN-236 Oxide Fuel
nuclearcraft:depleted_fuel_neptunium:2, Depleted HEN-236 Fuel
nuclearcraft:depleted_fuel_neptunium:3, Depleted HEN-236 Oxide Fuel
nuclearcraft:depleted_fuel_plutonium:0, Depleted LEP-239 Fuel
nuclearcraft:depleted_fuel_plutonium:1, Depleted LEP-239 Oxide Fuel
nuclearcraft:depleted_fuel_plutonium:2, Depleted HEP-239 Fuel
nuclearcraft:depleted_fuel_plutonium:3, Depleted HEP-239 Oxide Fuel
nuclearcraft:depleted_fuel_plutonium:4, Depleted LEP-241 Fuel
nuclearcraft:depleted_fuel_plutonium:5, Depleted LEP-241 Oxide Fuel
nuclearcraft:depleted_fuel_plutonium:6, Depleted HEP-241 Fuel
nuclearcraft:depleted_fuel_plutonium:7, Depleted HEP-241 Oxide Fuel
nuclearcraft:depleted_fuel_mixed_oxide:0, Depleted MOX-239 Fuel
nuclearcraft:depleted_fuel_mixed_oxide:1, Depleted MOX-241 Fuel
nuclearcraft:depleted_fuel_americium:0, Depleted LEA-242 Fuel
nuclearcraft:depleted_fuel_americium:1, Depleted LEA-242 Oxide Fuel
nuclearcraft:depleted_fuel_americium:2, Depleted HEA-242 Fuel
nuclearcraft:depleted_fuel_americium:3, Depleted HEA-242 Oxide Fuel
nuclearcraft:depleted_fuel_curium:0, Depleted LECm-243 Fuel
nuclearcraft:depleted_fuel_curium:1, Depleted LECm-243 Oxide Fuel
nuclearcraft:depleted_fuel_curium:2, Depleted HECm-243 Fuel
nuclearcraft:depleted_fuel_curium:3, Depleted HECm-243 Oxide Fuel
nuclearcraft:depleted_fuel_curium:4, Depleted LECm-245 Fuel
nuclearcraft:depleted_fuel_curium:5, Depleted LECm-245 Oxide Fuel
nuclearcraft:depleted_fuel_curium:6, Depleted HECm-245 Fuel
nuclearcraft:depleted_fuel_curium:7, Depleted HECm-245 Oxide Fuel
nuclearcraft:depleted_fuel_curium:8, Depleted LECm-247 Fuel
nuclearcraft:depleted_fuel_curium:9, Depleted LECm-247 Oxide Fuel
nuclearcraft:depleted_fuel_curium:10, Depleted HECm-247 Fuel
nuclearcraft:depleted_fuel_curium:11, Depleted HECm-247 Oxide Fuel
nuclearcraft:depleted_fuel_berkelium:0, Depleted LEB-248 Fuel
nuclearcraft:depleted_fuel_berkelium:1, Depleted LEB-248 Oxide Fuel
nuclearcraft:depleted_fuel_berkelium:2, Depleted HEB-248 Fuel
nuclearcraft:depleted_fuel_berkelium:3, Depleted HEB-248 Oxide Fuel
nuclearcraft:depleted_fuel_californium:0, Depleted LECf-249 Fuel
nuclearcraft:depleted_fuel_californium:1, Depleted LECf-249 Oxide Fuel
nuclearcraft:depleted_fuel_californium:2, Depleted HECf-249 Fuel
nuclearcraft:depleted_fuel_californium:3, Depleted HECf-249 Oxide Fuel
nuclearcraft:depleted_fuel_californium:4, Depleted LECf-251 Fuel
nuclearcraft:depleted_fuel_californium:5, Depleted LECf-251 Oxide Fuel
nuclearcraft:depleted_fuel_californium:6, Depleted HECf-251 Fuel
nuclearcraft:depleted_fuel_californium:7, Depleted HECf-251 Oxide Fuel
nuclearcraft:depleted_fuel_ic2:0, Depleted Uranium Nuclear Fuel
nuclearcraft:depleted_fuel_ic2:1, Depleted MOX Nuclear Fuel
nuclearcraft:depleted_fuel_rod_thorium:0, Depleted TBU Fuel Rod
nuclearcraft:depleted_fuel_rod_thorium:1, Depleted TBU Oxide Fuel Rod
nuclearcraft:depleted_fuel_rod_uranium:0, Depleted LEU-233 Fuel Rod
nuclearcraft:depleted_fuel_rod_uranium:1, Depleted LEU-233 Oxide Fuel Rod
nuclearcraft:depleted_fuel_rod_uranium:2, Depleted HEU-233 Fuel Rod
nuclearcraft:depleted_fuel_rod_uranium:3, Depleted HEU-233 Oxide Fuel Rod
nuclearcraft:depleted_fuel_rod_uranium:4, Depleted LEU-235 Fuel Rod
nuclearcraft:depleted_fuel_rod_uranium:5, Depleted LEU-235 Oxide Fuel Rod
nuclearcraft:depleted_fuel_rod_uranium:6, Depleted HEU-235 Fuel Rod
nuclearcraft:depleted_fuel_rod_uranium:7, Depleted HEU-235 Oxide Fuel Rod
nuclearcraft:depleted_fuel_rod_neptunium:0, Depleted LEN-236 Fuel Rod
nuclearcraft:depleted_fuel_rod_neptunium:1, Depleted LEN-236 Oxide Fuel Rod
nuclearcraft:depleted_fuel_rod_neptunium:2, Depleted HEN-236 Fuel Rod
nuclearcraft:depleted_fuel_rod_neptunium:3, Depleted HEN-236 Oxide Fuel Rod
nuclearcraft:depleted_fuel_rod_plutonium:0, Depleted LEP-239 Fuel Rod
nuclearcraft:depleted_fuel_rod_plutonium:1, Depleted LEP-239 Oxide Fuel Rod
nuclearcraft:depleted_fuel_rod_plutonium:2, Depleted HEP-239 Fuel Rod
nuclearcraft:depleted_fuel_rod_plutonium:3, Depleted HEP-239 Oxide Fuel Rod
nuclearcraft:depleted_fuel_rod_plutonium:4, Depleted LEP-241 Fuel Rod
nuclearcraft:depleted_fuel_rod_plutonium:5, Depleted LEP-241 Oxide Fuel Rod
nuclearcraft:depleted_fuel_rod_plutonium:6, Depleted HEP-241 Fuel Rod
nuclearcraft:depleted_fuel_rod_plutonium:7, Depleted HEP-241 Oxide Fuel Rod
nuclearcraft:depleted_fuel_rod_mixed_oxide:0, Depleted MOX-239 Fuel Rod
nuclearcraft:depleted_fuel_rod_mixed_oxide:1, Depleted MOX-241 Fuel Rod
nuclearcraft:depleted_fuel_rod_americium:0, Depleted LEA-242 Fuel Rod
nuclearcraft:depleted_fuel_rod_americium:1, Depleted LEA-242 Oxide Fuel Rod
nuclearcraft:depleted_fuel_rod_americium:2, Depleted HEA-242 Fuel Rod
nuclearcraft:depleted_fuel_rod_americium:3, Depleted HEA-242 Oxide Fuel Rod
nuclearcraft:depleted_fuel_rod_curium:0, Depleted LECm-243 Fuel Rod
nuclearcraft:depleted_fuel_rod_curium:1, Depleted LECm-243 Oxide Fuel Rod
nuclearcraft:depleted_fuel_rod_curium:2, Depleted HECm-243 Fuel Rod
nuclearcraft:depleted_fuel_rod_curium:3, Depleted HECm-243 Oxide Fuel Rod
nuclearcraft:depleted_fuel_rod_curium:4, Depleted LECm-245 Fuel Rod
nuclearcraft:depleted_fuel_rod_curium:5, Depleted LECm-245 Oxide Fuel Rod
nuclearcraft:depleted_fuel_rod_curium:6, Depleted HECm-245 Fuel Rod
nuclearcraft:depleted_fuel_rod_curium:7, Depleted HECm-245 Oxide Fuel Rod
nuclearcraft:depleted_fuel_rod_curium:8, Depleted LECm-247 Fuel Rod
nuclearcraft:depleted_fuel_rod_curium:9, Depleted LECm-247 Oxide Fuel Rod
nuclearcraft:depleted_fuel_rod_curium:10, Depleted HECm-247 Fuel Rod
nuclearcraft:depleted_fuel_rod_curium:11, Depleted HECm-247 Oxide Fuel Rod
nuclearcraft:depleted_fuel_rod_berkelium:0, Depleted LEB-248 Fuel Rod
nuclearcraft:depleted_fuel_rod_berkelium:1, Depleted LEB-248 Oxide Fuel Rod
nuclearcraft:depleted_fuel_rod_berkelium:2, Depleted HEB-248 Fuel Rod
nuclearcraft:depleted_fuel_rod_berkelium:3, Depleted HEB-248 Oxide Fuel Rod
nuclearcraft:depleted_fuel_rod_californium:0, Depleted LECf-249 Fuel Rod
nuclearcraft:depleted_fuel_rod_californium:1, Depleted LECf-249 Oxide Fuel Rod
nuclearcraft:depleted_fuel_rod_californium:2, Depleted HECf-249 Fuel Rod
nuclearcraft:depleted_fuel_rod_californium:3, Depleted HECf-249 Oxide Fuel Rod
nuclearcraft:depleted_fuel_rod_californium:4, Depleted LECf-251 Fuel Rod
nuclearcraft:depleted_fuel_rod_californium:5, Depleted LECf-251 Oxide Fuel Rod
nuclearcraft:depleted_fuel_rod_californium:6, Depleted HECf-251 Fuel Rod
nuclearcraft:depleted_fuel_rod_californium:7, Depleted HECf-251 Oxide Fuel Rod
nuclearcraft:boron:0, Boron-10
nuclearcraft:boron:1, Tiny Clump of Boron-10
nuclearcraft:boron:2, Boron-11
nuclearcraft:boron:3, Tiny Clump of Boron-11
nuclearcraft:lithium:0, Lithium-6
nuclearcraft:lithium:1, Tiny Clump of Lithium-6
nuclearcraft:lithium:2, Lithium-7
nuclearcraft:lithium:3, Tiny Clump of Lithium-7
nuclearcraft:lithium_ion_cell, Lithium Ion Cell
nuclearcraft:geiger_counter, Geiger Counter
nuclearcraft:rad_shielding:0, Light Radiation Shielding
nuclearcraft:rad_shielding:1, Medium Radiation Shielding
nuclearcraft:rad_shielding:2, Heavy Radiation Shielding
nuclearcraft:radaway, RadAway
nuclearcraft:rad_x, Rad-X
nuclearcraft:portable_ender_chest, Portable Ender Chest
nuclearcraft:dominos, Domino's Special
nuclearcraft:flour, Flour
nuclearcraft:graham_cracker, Graham Cracker
nuclearcraft:roasted_cocoa_beans, Roasted Cocoa Beans
nuclearcraft:ground_cocoa_nibs, Ground Cocoa Nibs
nuclearcraft:cocoa_butter, Solidified Cocoa Butter
nuclearcraft:cocoa_solids, Cocoa Solids
nuclearcraft:unsweetened_chocolate, Unsweetened Chocolate
nuclearcraft:dark_chocolate, Dark Chocolate
nuclearcraft:milk_chocolate, Milk Chocolate
nuclearcraft:gelatin, Gelatin
nuclearcraft:marshmallow, Marshmallow
nuclearcraft:smore, S'more S'mingot
nuclearcraft:moresmore, MoreS'more DoubleS'mingot
nuclearcraft:record_wanderer, Music Disc
nuclearcraft:record_end_of_the_world, Music Disc
nuclearcraft:record_money_for_nothing, Music Disc
nuclearcraft:record_hyperspace, Music Disc
nuclearcraft:sword_boron, Boron Sword
nuclearcraft:pickaxe_boron, Boron Pickaxe
nuclearcraft:shovel_boron, Boron Shovel
nuclearcraft:axe_boron, Boron Axe
nuclearcraft:hoe_boron, Boron Hoe
nuclearcraft:spaxelhoe_boron, Boron Spaxelhoe
nuclearcraft:sword_tough, Tough Alloy Sword
nuclearcraft:pickaxe_tough, Tough Alloy Pickaxe
nuclearcraft:shovel_tough, Tough Alloy Shovel
nuclearcraft:axe_tough, Tough Alloy Axe
nuclearcraft:hoe_tough, Tough Alloy Hoe
nuclearcraft:spaxelhoe_tough, Tough Alloy Spaxelhoe
nuclearcraft:sword_hard_carbon, Hard Carbon Sword
nuclearcraft:pickaxe_hard_carbon, Hard Carbon Pickaxe
nuclearcraft:shovel_hard_carbon, Hard Carbon Shovel
nuclearcraft:axe_hard_carbon, Hard Carbon Axe
nuclearcraft:hoe_hard_carbon, Hard Carbon Hoe
nuclearcraft:spaxelhoe_hard_carbon, Hard Carbon Spaxelhoe
nuclearcraft:sword_boron_nitride, Boron Nitride Sword
nuclearcraft:pickaxe_boron_nitride, Boron Nitride Pickaxe
nuclearcraft:shovel_boron_nitride, Boron Nitride Shovel
nuclearcraft:axe_boron_nitride, Boron Nitride Axe
nuclearcraft:hoe_boron_nitride, Boron Nitride Hoe
